CustomerID,Gender,Age,Location,MembershipPeriod,PreferredCategory,VisitFrequency,AvgSessionTime,PagesViewed,PurchaseFrequency,AvgOrderValue,TotalSpent,LastPurchaseDaysAgo,DiscountUsed,CustomerSatisfaction,ReturnCount,ComplaintHistory,AppUsage,CartAbandonRate,CLV,ChurnRisk
C3498,Female,30,Surat,17,Toys,8,12.59,4,14.91,7010.26,101820.69,74,0,2,0,2,Low,0.23,118526.2,1
C3499,Male,28,Ahmedabad,12,Fashion,12,30.95,14,3.13,7119.4,20706.67,95,1,4,0,1,High,0.7,28186.63,0
C3500,Female,33,Bangalore,36,Electronics,21,36.84,7,3.03,4591.08,13294.04,139,0,2,5,3,Low,0.96,30873.84,1
C3501,Male,33,Hyderabad,52,Books,13,36.7,4,0.98,819.22,826.22,43,1,3,10,1,Low,0.49,3359.72,0
C3502,Female,19,Kolkata,48,Beauty,15,17.9,17,14.85,3970.32,54631.77,35,1,5,0,4,High,0.6,264365.87,0
C3503,Female,59,Surat,24,Fashion,11,26.39,9,5.55,1922.39,9797.73,139,0,3,4,3,Medium,0.82,22953.49,1
C3504,Male,61,Mumbai,10,Books,17,36.13,4,11.55,3704.22,42421.16,168,1,4,9,0,Medium,0.48,39108.77,0
C3505,Female,25,Mumbai,58,Electronics,21,4.61,3,1.37,5875.77,7379.5,160,0,3,10,0,High,0.3,40834.89,1
C3506,Female,60,Kolkata,30,Grocery,24,28.04,19,4.83,5440.14,25713.25,177,0,5,4,0,High,0.95,77877.62,0
C3507,Female,59,Bangalore,29,Books,27,37.97,9,9.55,6305.94,58086.57,90,1,5,1,0,Medium,0.91,182138.83,0
C3508,Male,30,Bangalore,39,Grocery,12,18.01,8,8.11,3969.23,31491.78,65,0,4,10,2,High,0.22,135332.48,0
C3509,Female,34,Pune,10,Fashion,20,21.58,7,3.51,4233.1,14821.89,48,0,3,2,4,Medium,0.7,11984.76,1
C3510,Male,56,Hyderabad,39,Fashion,18,32.05,7,7.19,7504.81,50563.68,39,1,5,2,3,Medium,0.65,198952.28,0
C3511,Male,41,Delhi,55,Books,29,4.92,4,2.08,5160.11,10609.44,153,0,4,2,4,Medium,0.65,60805.19,1
C3512,Male,20,Bangalore,28,Grocery,16,18.58,19,8.37,6056.06,49285.32,104,0,5,2,0,Low,0.83,156052.57,0
C3513,Female,47,Hyderabad,18,Electronics,3,14.72,12,1.91,5416.78,10957.45,173,1,1,10,4,Medium,0.67,12985.14,1
C3514,Female,30,Bangalore,41,Books,27,2.73,6,9.72,5231.74,52832.6,157,0,1,3,4,Medium,0.52,147214.99,1
C3515,Female,36,Pune,54,Beauty,9,10.43,12,2.75,7334.27,21672.02,101,1,5,9,2,High,0.85,111742.56,0
C3516,Female,24,Jaipur,50,Toys,7,19.02,4,8.43,3044.94,26536.5,32,1,4,0,0,Medium,0.26,124960.64,0
C3517,Male,26,Bangalore,17,Sports,19,10.49,2,2.37,3593.22,7870.57,123,0,1,3,1,Low,0.68,9949.9,1
C3518,Male,36,Hyderabad,11,Fashion,5,27.9,15,6.31,3224.08,20372.74,94,1,5,3,4,Medium,0.7,20715.85,0
C3519,Male,62,Pune,1,Grocery,19,21.29,6,5.6,6192.02,36356.85,124,1,2,7,4,Medium,0.87,2306.52,1
C3520,Male,57,Pune,17,Electronics,10,3.7,18,11.47,6986.83,85615.29,123,0,3,10,0,Medium,1.0,115189.03,1
C3521,Male,39,Hyderabad,36,Fashion,20,13.83,5,9.8,3052.77,28010.08,82,1,5,3,2,Low,0.56,116463.26,0
C3522,Male,35,Hyderabad,36,Electronics,12,2.84,4,14.09,1396.07,18582.85,108,1,1,4,3,Medium,0.48,51172.45,1
C3523,Male,40,Mumbai,46,Fashion,8,17.4,11,13.87,4104.62,61055.63,67,0,5,3,0,Low,0.6,238843.79,0
C3524,Male,19,Jaipur,9,Grocery,3,13.14,11,11.01,7879.33,86498.18,12,0,4,4,3,High,0.66,80135.64,0
C3525,Male,28,Pune,45,Electronics,19,31.59,9,11.67,1868.35,21596.17,20,1,1,2,1,High,0.71,69288.37,1
C3526,Male,48,Mumbai,28,Grocery,27,15.22,3,9.56,3780.41,36098.18,50,1,4,2,3,Low,0.28,101931.69,0
C3527,Female,50,Ahmedabad,48,Electronics,11,18.13,11,10.53,2389.68,23519.32,136,0,4,7,4,Medium,0.49,111016.67,0
C3528,Female,31,Kolkata,33,Fashion,8,33.19,2,9.45,7404.63,71759.99,159,1,4,11,2,Medium,0.37,218570.11,0
C3529,Female,33,Kolkata,3,Sports,26,22.68,9,5.02,4542.06,24205.57,152,0,5,0,1,Medium,0.04,6585.39,0
C3530,Male,28,Pune,51,Toys,13,25.93,10,5.58,4756.33,28329.46,126,1,1,2,2,Medium,0.61,93175.2,1
C3531,Male,50,Mumbai,8,Toys,26,38.18,11,8.83,363.61,2909.12,141,1,4,1,2,High,0.87,2345.38,1
C3532,Female,24,Jaipur,50,Sports,23,10.9,3,10.94,5326.4,60778.67,42,1,2,9,3,Medium,0.92,196163.66,1
C3533,Male,48,Jaipur,6,Toys,23,44.53,17,6.39,2658.91,15601.38,78,1,3,10,2,High,0.52,7830.78,1
C3534,Male,63,Ahmedabad,59,Books,10,40.7,11,2.57,4253.31,11951.68,79,1,5,5,1,Medium,0.77,63140.13,0
C3535,Male,64,Pune,52,Beauty,18,14.32,17,7.16,4389.22,31315.19,26,1,2,7,2,Low,0.71,107324.22,0
C3536,Male,31,Bangalore,58,Beauty,12,40.4,19,14.47,4860.13,74199.85,166,0,1,5,1,High,0.23,269308.19,1
C3537,Male,45,Ahmedabad,6,Books,7,34.42,4,3.6,6641.25,24491.19,110,1,3,3,4,Low,0.06,12458.41,1
C3538,Male,60,Mumbai,29,Books,26,42.02,2,9.91,2601.8,28114.37,38,1,4,2,4,High,0.75,68510.08,0
C3539,Female,33,Bangalore,37,Home Decor,11,31.72,14,14.75,2272.44,36693.75,97,1,2,3,3,Medium,0.28,78846.65,1
C3540,Male,36,Kolkata,12,Grocery,10,31.0,15,5.96,6427.73,36615.08,138,0,2,7,0,High,0.55,31512.47,1
C3541,Male,34,Chennai,9,Electronics,3,2.15,3,13.37,5834.13,77735.07,11,1,4,8,4,Medium,0.52,76429.93,0
C3542,Female,43,Kolkata,41,Beauty,7,22.41,13,13.03,2037.24,26567.75,131,0,4,7,0,Low,0.82,111464.88,0
C3543,Male,23,Pune,49,Fashion,29,10.61,13,5.42,306.44,1553.84,123,1,2,8,1,Medium,0.64,5841.62,1
C3544,Male,60,Hyderabad,19,Books,4,15.94,18,1.93,5427.71,11321.77,23,0,1,7,0,Medium,0.85,14511.99,0
C3545,Female,26,Kolkata,17,Toys,29,44.09,7,3.09,1510.27,4526.37,62,1,5,4,2,Medium,0.75,8542.59,0
C3546,Male,34,Surat,54,Sports,8,5.68,16,5.8,7668.87,40809.51,41,1,1,4,1,High,1.0,175248.53,1
C3547,Male,48,Kolkata,48,Electronics,8,33.07,16,14.41,4953.94,66453.95,121,1,1,0,2,Medium,0.86,241093.33,1
C3548,Female,29,Kolkata,44,Home Decor,6,9.44,6,4.48,6842.32,30735.16,169,1,5,7,0,Low,0.21,145319.42,0
C3549,Male,40,Kolkata,32,Sports,13,2.32,6,13.94,6503.29,97576.26,93,1,1,10,2,Low,0.96,193068.52,1
C3550,Female,22,Kolkata,35,Toys,12,23.56,4,3.13,4595.04,14751.3,4,1,3,1,1,High,0.34,40652.15,0
C3551,Female,60,Bangalore,14,Books,3,8.93,3,14.56,3675.3,50460.36,131,0,4,5,2,High,0.61,82404.71,1
C3552,Male,53,Bangalore,49,Electronics,6,43.52,1,4.76,4125.35,18838.64,51,1,2,5,0,Medium,0.94,58985.99,0
C3553,Female,53,Kolkata,54,Books,22,10.76,3,9.68,6483.01,68730.18,107,1,5,11,2,Medium,0.21,369934.76,0
C3554,Female,20,Delhi,16,Beauty,19,10.26,19,1.51,5231.47,7193.06,177,0,1,9,2,High,0.86,8309.66,1
C3555,Male,41,Delhi,21,Beauty,11,3.38,9,4.85,1884.02,10040.9,72,0,2,3,3,Low,0.95,11570.51,1
C3556,Female,34,Bangalore,12,Grocery,4,16.18,14,3.56,4992.03,19214.18,70,1,3,8,1,Medium,0.85,18848.65,0
C3557,Male,56,Chennai,24,Toys,15,3.04,19,0.55,3415.93,1945.83,69,0,1,2,3,Medium,0.82,2972.48,1
C3558,Female,43,Hyderabad,34,Home Decor,2,23.45,19,2.77,771.99,2327.96,8,0,1,7,0,Low,0.26,5136.62,0
C3559,Male,21,Ahmedabad,8,Electronics,15,23.74,13,9.1,3235.77,27398.85,123,0,1,1,4,Medium,0.41,14274.61,1
C3560,Male,62,Surat,44,Home Decor,17,4.29,16,6.15,2052.53,13740.43,136,0,3,4,0,Low,0.76,50673.68,0
C3561,Male,29,Surat,21,Fashion,2,12.32,8,10.98,6757.1,69927.98,147,0,4,5,0,Medium,0.12,161134.93,0
C3562,Female,18,Kolkata,48,Home Decor,7,37.78,16,10.23,1108.5,11444.77,112,0,2,1,0,Medium,0.89,33007.41,1
C3563,Male,38,Chennai,8,Books,26,21.89,9,12.09,3076.8,37114.9,72,0,1,6,0,Medium,0.21,17873.72,1
C3564,Male,36,Delhi,28,Books,16,20.69,9,13.07,5655.29,74098.81,8,1,1,10,3,Low,0.56,140567.95,1
C3565,Male,38,Delhi,16,Beauty,5,32.05,3,12.39,7209.92,85174.87,72,1,3,10,0,Medium,0.11,130458.84,0
C3566,Female,35,Chennai,10,Grocery,16,32.74,7,7.0,2881.94,21305.88,7,1,3,4,2,Low,0.19,16892.01,0
C3567,Female,60,Hyderabad,52,Toys,25,34.76,18,4.98,4969.58,25949.22,46,0,2,9,0,Low,0.59,83287.81,0
C3568,Female,20,Bangalore,15,Books,19,37.71,2,7.78,3177.1,26962.05,150,1,2,3,4,Medium,0.63,26887.7,1
C3569,Female,61,Hyderabad,4,Beauty,2,11.99,1,8.26,1862.18,15403.11,81,1,1,3,1,Low,0.27,4498.77,1
C3570,Female,49,Pune,26,Sports,15,4.85,12,5.04,2808.03,14288.6,172,1,1,1,3,Low,0.12,25926.69,1
C3571,Male,27,Pune,15,Beauty,4,18.35,16,8.33,5196.45,46778.54,5,1,1,11,3,High,0.55,45172.98,1
C3572,Female,57,Delhi,36,Electronics,2,38.77,12,2.03,5815.81,12796.48,153,0,1,8,3,Low,0.84,25512.86,1
C3573,Female,32,Ahmedabad,32,Toys,27,5.36,10,3.85,3153.66,12504.71,175,0,1,0,3,High,0.2,24936.86,1
C3574,Female,22,Pune,43,Grocery,23,26.77,9,11.32,1474.5,17760.9,171,0,3,0,0,Medium,0.69,64896.65,1
C3575,Female,21,Delhi,38,Books,10,32.15,18,3.15,1374.59,4334.41,143,0,4,3,4,Low,0.39,16019.91,1
C3576,Male,45,Kolkata,4,Electronics,22,22.7,4,2.52,6557.13,16154.48,159,0,2,2,0,Medium,0.94,4260.61,1
C3577,Male,21,Jaipur,41,Fashion,24,12.97,8,4.67,5330.21,26704.56,83,0,3,8,1,High,0.08,85680.37,0
C3578,Female,32,Jaipur,9,Fashion,29,16.03,4,5.88,5905.84,36652.07,44,1,5,6,1,Medium,0.04,30927.33,0
C3579,Female,34,Mumbai,35,Beauty,5,5.08,16,5.26,4059.56,20253.21,175,1,5,10,0,Medium,0.12,80099.56,0
C3580,Female,61,Kolkata,55,Grocery,18,14.58,8,5.93,3821.36,20610.53,140,0,5,1,0,Medium,0.78,114206.71,0
C3581,Female,20,Jaipur,28,Home Decor,29,3.91,7,2.53,1925.86,4936.35,64,1,2,3,0,Medium,0.92,9383.97,0
C3582,Female,27,Hyderabad,37,Grocery,4,33.23,13,2.9,1596.22,4945.31,23,1,1,4,4,Low,0.82,11868.61,1
C3583,Male,64,Mumbai,47,Grocery,1,40.61,8,3.92,1485.13,5527.37,50,0,5,9,3,Low,0.72,29442.17,0
C3584,Female,59,Delhi,9,Grocery,18,29.24,7,6.33,7936.77,52926.53,125,1,5,11,1,Medium,0.06,44454.2,0
C3585,Male,40,Chennai,2,Beauty,20,30.24,5,5.37,6620.87,34942.59,36,0,4,3,1,High,0.21,6819.28,0
C3586,Male,35,Chennai,3,Electronics,6,22.3,18,11.97,5121.2,59286.53,139,1,3,3,3,Medium,0.94,15713.1,1
C3587,Male,18,Delhi,58,Beauty,20,8.71,19,8.12,1950.91,14804.78,86,0,2,3,3,Medium,0.62,64008.86,1
C3588,Female,52,Ahmedabad,53,Home Decor,20,2.33,10,8.85,2899.97,27893.94,175,0,2,7,1,High,0.47,84714.81,1
C3589,Male,48,Delhi,44,Electronics,14,16.79,11,8.63,3001.05,24478.23,56,0,4,6,1,Low,0.65,106165.02,0
C3590,Male,61,Bangalore,48,Home Decor,27,34.31,8,6.28,3978.09,23879.13,69,1,5,3,4,Medium,0.18,114246.01,0
C3591,Female,18,Chennai,5,Sports,26,43.3,6,14.72,3549.38,50486.03,37,1,4,10,1,Medium,0.89,24806.38,0
C3592,Male,20,Jaipur,10,Sports,10,20.54,11,1.04,7492.98,7457.09,138,1,1,0,0,Low,0.66,5455.57,1
C3593,Female,20,Surat,28,Toys,18,17.71,16,3.63,5850.23,19804.61,42,1,5,5,0,Medium,0.47,59826.86,0
C3594,Female,54,Mumbai,15,Books,9,21.18,4,4.63,926.82,4166.26,158,0,2,4,3,Low,0.46,4332.19,1
C3595,Female,36,Ahmedabad,14,Books,12,20.39,2,13.28,3071.67,40561.49,94,0,3,10,3,Low,0.82,42971.3,1
C3596,Female,46,Pune,46,Electronics,10,28.91,13,13.82,1323.81,18484.49,22,1,4,4,0,High,0.31,92476.32,0
C3597,Male,42,Kolkata,23,Beauty,24,33.57,7,12.77,2451.03,29149.36,166,1,4,10,3,High,0.14,76737.47,1
C3598,Female,50,Ahmedabad,13,Home Decor,24,35.75,17,6.55,7683.48,53139.19,56,1,2,11,0,High,0.19,43125.12,0
C3599,Male,53,Pune,16,Home Decor,21,29.93,13,13.76,5730.53,75879.83,114,0,5,5,4,High,0.08,115234.63,0
C3600,Female,46,Ahmedabad,30,Books,19,20.82,10,1.93,360.46,753.84,122,1,5,11,3,High,0.51,2168.16,1
C3601,Male,43,Surat,40,Books,6,42.85,13,9.96,2832.23,27247.38,164,0,5,7,2,Low,0.68,113626.94,1
C3602,Female,21,Ahmedabad,8,Fashion,14,32.57,10,14.09,3678.0,55584.12,78,1,3,5,1,Low,0.93,35775.43,1
C3603,Male,31,Jaipur,17,Home Decor,25,20.35,7,11.45,4939.26,54886.54,139,1,3,5,0,Low,0.75,82964.38,1
C3604,Male,44,Delhi,30,Beauty,8,21.2,10,4.53,4147.9,18811.91,135,1,5,6,1,Medium,0.58,52477.44,0
C3605,Male,50,Bangalore,17,Fashion,23,37.17,16,10.9,837.25,8893.05,96,1,3,10,1,Low,0.86,12485.89,1
C3606,Male,39,Mumbai,35,Beauty,14,20.94,3,4.77,4269.72,19906.67,82,0,4,7,3,Medium,0.89,64407.88,0
C3607,Female,20,Chennai,1,Grocery,11,24.2,4,2.12,1303.0,2827.87,34,0,5,3,1,High,0.71,302.88,0
C3608,Male,40,Pune,49,Home Decor,24,14.54,4,10.9,4297.84,48654.06,63,0,3,6,2,Low,0.06,203014.43,0
C3609,Female,38,Mumbai,58,Grocery,16,38.07,4,3.1,2194.73,7307.78,2,0,4,7,3,Medium,0.29,42845.51,0
C3610,Female,58,Ahmedabad,24,Sports,20,24.46,16,2.11,1410.28,3016.79,135,0,4,5,0,Low,0.34,6490.53,0
C3611,Female,40,Delhi,48,Sports,6,25.76,9,8.5,2517.01,20182.98,43,1,3,8,1,Medium,1.0,85584.28,0
C3612,Male,21,Mumbai,49,Electronics,15,39.87,6,9.5,1067.09,11129.96,95,1,5,5,1,Low,0.46,52131.2,0
C3613,Male,38,Delhi,25,Home Decor,15,41.58,10,1.24,2486.67,3196.8,18,1,5,3,4,High,0.76,7097.69,0
C3614,Female,54,Pune,2,Books,14,37.44,4,0.56,6975.38,3808.36,148,0,3,5,0,High,0.81,687.11,1
C3615,Male,60,Jaipur,25,Fashion,21,4.81,12,13.29,2665.21,38737.46,7,0,3,1,4,Low,0.65,75969.93,0
C3616,Male,48,Jaipur,14,Grocery,12,21.07,10,2.17,3920.71,9288.07,52,1,1,10,0,High,0.02,8710.93,0
C3617,Female,38,Delhi,39,Beauty,2,16.76,12,8.97,4302.52,35348.19,37,0,4,7,1,Medium,0.02,139704.04,0
C3618,Female,43,Delhi,57,Home Decor,8,11.18,19,14.33,1672.84,21669.67,98,1,5,10,1,Medium,0.82,140172.11,0
C3619,Female,58,Bangalore,51,Electronics,19,41.09,19,7.92,3701.74,26646.68,46,1,2,5,2,Medium,0.74,108594.57,0
C3620,Male,52,Kolkata,33,Beauty,14,40.27,1,2.53,6867.95,18019.91,103,1,4,3,3,High,0.54,60134.94,0
C3621,Female,55,Bangalore,17,Grocery,5,22.01,4,6.21,920.06,5954.55,42,0,5,6,2,Medium,0.25,9394.77,0
C3622,Male,41,Mumbai,59,Home Decor,24,7.79,13,9.55,7405.71,73893.38,60,0,1,7,0,Low,0.09,256999.55,0
C3623,Male,28,Hyderabad,31,Books,27,2.57,8,11.56,7007.57,83117.58,128,0,4,2,0,Medium,0.16,274415.79,0
C3624,Female,58,Bangalore,10,Grocery,9,20.85,14,9.3,6889.89,61327.01,104,0,4,9,0,Medium,0.58,58589.84,0
C3625,Male,46,Mumbai,6,Home Decor,13,3.72,16,1.0,1828.78,1707.03,80,1,5,2,0,Medium,0.55,1201.55,0
C3626,Male,64,Chennai,39,Home Decor,9,28.21,2,2.57,4029.21,11241.17,78,1,2,9,3,High,0.94,25865.16,1
C3627,Male,20,Mumbai,25,Grocery,14,28.16,8,5.89,5044.4,32166.52,124,1,3,2,1,Low,0.96,66359.57,1
C3628,Female,18,Mumbai,38,Grocery,5,40.65,13,10.73,1069.61,10885.82,32,0,2,2,2,High,0.58,29390.67,0
C3629,Female,36,Delhi,37,Beauty,2,10.17,1,8.97,4587.71,38418.76,166,0,1,1,1,High,0.84,109883.89,1
C3630,Female,63,Surat,30,Electronics,7,17.97,12,1.15,6768.33,7589.52,167,0,4,4,4,Low,0.81,23008.04,1
C3631,Female,39,Ahmedabad,34,Grocery,16,38.96,17,12.05,7511.47,82338.18,26,1,5,5,2,Medium,0.75,329275.0,0
C3632,Male,31,Delhi,18,Sports,11,22.39,7,9.27,2443.13,21117.45,30,0,4,0,0,Medium,0.44,38633.06,0
C3633,Male,31,Delhi,24,Toys,11,4.57,16,13.36,2523.29,32904.1,169,0,3,5,0,Medium,0.39,66973.84,1
C3634,Male,61,Surat,49,Electronics,23,6.76,14,6.56,2384.63,14825.8,103,0,2,6,4,Medium,0.26,54640.31,1
C3635,Male,33,Surat,56,Sports,12,36.98,10,7.61,1481.57,11808.77,137,1,2,1,2,Medium,0.94,38879.58,1
C3636,Female,50,Ahmedabad,27,Beauty,13,33.98,3,6.38,3616.5,24942.02,32,1,1,0,3,High,0.83,43431.01,1
C3637,Female,30,Hyderabad,58,Grocery,8,39.66,12,10.98,6340.41,75314.38,53,1,5,6,3,Medium,0.18,398684.66,0
C3638,Male,55,Chennai,27,Electronics,24,7.11,8,11.41,5783.08,67361.1,135,1,3,5,0,Medium,0.25,148858.52,1
C3639,Male,29,Bangalore,55,Books,16,34.7,16,10.99,7232.46,82719.6,151,0,3,2,0,Medium,0.58,370063.38,1
C3640,Male,55,Mumbai,39,Grocery,21,30.17,1,4.73,3039.21,14358.3,81,1,5,1,0,High,0.41,53548.81,0
C3641,Male,56,Bangalore,21,Home Decor,1,11.99,17,9.72,4706.09,42510.87,149,0,1,1,4,Medium,0.21,58870.77,1
C3642,Female,50,Jaipur,19,Grocery,13,43.88,6,5.41,6202.32,34460.76,76,1,3,11,4,Low,0.79,48013.5,1
C3643,Male,50,Pune,39,Books,11,26.53,1,12.6,7215.93,88192.26,151,1,1,1,1,Medium,0.0,233127.95,1
C3644,Male,46,Hyderabad,23,Electronics,29,41.0,15,1.3,7012.51,8215.2,69,1,5,7,4,Medium,0.34,19998.17,0
C3645,Female,22,Pune,39,Grocery,4,38.94,13,1.05,3884.49,4139.86,18,0,5,0,2,High,0.93,16329.89,0
C3646,Male,23,Mumbai,48,Grocery,4,16.32,6,1.97,7282.81,13481.63,37,1,5,11,4,Medium,0.76,71840.42,0
C3647,Female,48,Surat,44,Fashion,15,25.05,13,3.43,3719.23,13743.09,135,1,3,2,2,Medium,0.4,46810.55,1
C3648,Male,33,Mumbai,47,Fashion,27,20.55,4,1.05,7251.81,8275.25,61,0,5,7,3,High,0.93,36639.15,0
C3649,Female,48,Chennai,15,Electronics,3,32.49,1,1.54,6282.68,9021.61,131,0,3,5,1,Low,0.9,12241.09,1
C3650,Female,42,Bangalore,43,Electronics,24,27.29,10,4.94,2006.69,8980.06,1,1,1,6,4,High,0.05,25601.68,1
C3651,Female,63,Ahmedabad,2,Home Decor,19,35.75,4,1.95,7458.44,13101.33,60,0,4,1,3,High,0.13,3107.58,0
C3652,Male,50,Kolkata,35,Home Decor,29,2.51,13,12.13,2166.98,28456.88,134,1,1,8,2,High,0.39,55930.11,1
C3653,Female,30,Kolkata,51,Toys,21,31.58,4,1.28,7294.83,8687.54,124,1,3,6,1,High,0.93,38972.27,1
C3654,Male,27,Ahmedabad,20,Grocery,2,15.72,16,13.66,5036.34,67906.63,71,0,2,2,3,Medium,0.84,84592.4,1
C3655,Male,41,Surat,28,Sports,6,11.64,9,13.13,5438.8,65086.69,91,1,2,8,2,Medium,0.05,137628.7,1
C3656,Male,27,Kolkata,57,Electronics,22,36.45,4,3.52,1141.87,3917.57,31,0,4,2,1,Low,0.51,22111.31,0
C3657,Male,58,Surat,58,Books,24,5.84,8,1.54,806.21,1312.44,8,1,5,9,0,Medium,0.72,6583.44,0
C3658,Female,48,Delhi,15,Grocery,8,11.82,4,2.03,7756.23,15451.24,119,1,1,7,4,Medium,0.28,14313.45,1
C3659,Female,30,Chennai,16,Sports,17,10.76,9,8.61,2894.34,26293.77,143,1,1,6,0,High,0.72,25184.18,1
C3660,Female,20,Hyderabad,33,Fashion,5,20.05,11,9.21,6801.66,65009.19,7,1,3,2,0,Low,0.37,178031.95,0
C3661,Female,51,Bangalore,47,Home Decor,2,15.86,5,5.08,5724.46,29180.92,135,0,4,4,0,Low,0.27,142642.39,0
C3662,Female,45,Bangalore,12,Books,26,32.98,9,4.8,4951.87,24899.0,161,0,5,6,3,Medium,0.39,26403.13,1
C3663,Male,36,Hyderabad,39,Electronics,12,32.07,8,8.21,5576.12,49251.11,169,1,4,2,0,High,0.95,165655.08,1
C3664,Male,40,Mumbai,39,Grocery,5,16.0,4,4.93,988.28,5157.74,135,0,2,1,0,Medium,0.91,12903.97,1
C3665,Female,62,Mumbai,43,Fashion,10,20.79,1,14.05,3475.44,50702.36,20,0,4,8,3,Low,0.91,229171.03,0
C3666,Male,49,Pune,20,Toys,28,10.94,13,6.05,4974.49,31310.46,71,1,5,1,4,Medium,0.92,60828.29,0
C3667,Female,30,Mumbai,29,Beauty,9,30.85,5,3.69,6980.23,24011.23,178,1,5,2,1,Low,0.18,77858.68,0
C3668,Male,50,Surat,43,Fashion,20,19.04,10,2.62,5803.09,16574.51,142,1,1,11,1,High,0.9,44242.48,1
C3669,Male,51,Ahmedabad,49,Grocery,8,7.71,16,9.66,2246.62,20424.79,118,0,1,0,4,High,0.21,65291.36,1
C3670,Male,50,Delhi,3,Toys,1,7.47,8,5.24,7883.93,40063.78,143,1,5,0,3,Low,0.84,13500.19,1
C3671,Male,22,Hyderabad,48,Home Decor,24,15.86,12,3.24,5251.38,17075.68,138,1,1,0,0,Medium,0.54,49785.54,1
C3672,Male,20,Surat,5,Sports,6,34.13,3,4.5,4160.14,17321.0,125,1,1,9,1,High,0.24,6564.54,1
C3673,Female,24,Surat,2,Books,24,3.1,4,4.96,6316.62,31916.79,65,0,1,2,4,Medium,0.4,4577.88,1
C3674,Male,41,Pune,23,Books,22,13.08,17,9.57,4940.79,44282.56,156,0,5,5,4,Medium,0.43,104814.86,1
C3675,Female,39,Surat,26,Beauty,11,8.99,13,3.03,5766.91,18953.3,98,0,1,9,0,Low,0.73,28298.69,1
C3676,Male,62,Chennai,26,Books,3,43.13,6,11.13,5051.93,60598.88,176,1,2,2,4,Low,0.61,98751.73,1
C3677,Male,40,Mumbai,7,Beauty,28,32.33,3,4.92,1677.05,8324.4,3,0,5,3,3,High,0.82,6116.61,0
C3678,Male,47,Bangalore,10,Toys,15,12.03,14,7.58,4483.84,33644.07,131,0,4,1,3,Medium,0.4,37042.81,0
C3679,Female,35,Chennai,5,Home Decor,11,10.92,7,10.0,2479.88,22827.8,75,1,3,6,1,High,0.74,10733.07,0
C3680,Male,49,Delhi,47,Beauty,24,38.9,3,8.38,4691.22,41854.37,68,1,3,3,2,Medium,0.79,148919.42,0
C3681,Female,24,Delhi,12,Electronics,5,10.18,6,10.1,1266.38,12481.86,167,0,2,10,4,Low,0.06,10220.78,1
C3682,Male,50,Delhi,32,Grocery,28,44.87,13,5.18,2086.14,10257.95,160,0,5,0,3,Medium,0.38,36386.31,1
C3683,Female,22,Mumbai,42,Toys,26,14.14,14,14.47,6527.16,103803.99,16,0,4,3,0,High,0.89,419525.12,0
C3684,Male,45,Surat,31,Books,16,5.63,15,7.16,3420.58,25315.72,17,0,5,3,0,Low,0.7,69461.18,0
C3685,Female,25,Delhi,22,Beauty,21,31.71,16,5.17,5488.14,25955.47,139,1,4,10,2,Low,0.42,63842.08,0
C3686,Female,32,Hyderabad,17,Fashion,28,28.21,1,4.8,4133.43,21036.03,100,1,4,2,2,Low,0.18,36881.55,0
C3687,Female,21,Bangalore,20,Sports,7,44.99,15,1.12,2923.37,3438.15,32,0,5,7,2,Low,0.1,6921.94,0
C3688,Male,51,Surat,20,Grocery,6,36.49,7,10.43,4112.85,42049.38,121,1,1,6,0,Low,0.23,51560.2,1
C3689,Male,22,Pune,43,Home Decor,9,20.44,9,4.31,6565.49,26167.55,118,1,3,9,4,High,0.24,95820.42,1
C3690,Male,50,Mumbai,8,Books,7,31.09,15,14.4,2468.33,35525.79,155,0,1,9,3,Low,0.37,18748.28,1
C3691,Female,22,Ahmedabad,47,Fashion,3,37.17,14,3.55,3545.12,13247.96,112,0,3,2,0,High,0.18,51325.42,0
C3692,Female,55,Chennai,34,Electronics,11,24.09,19,8.18,1859.89,13923.81,98,0,1,3,3,Medium,0.15,34865.88,1
C3693,Female,51,Jaipur,49,Beauty,27,13.73,18,11.16,3004.16,31269.7,5,1,5,7,2,Medium,0.84,150392.21,0
C3694,Male,43,Chennai,23,Fashion,12,11.03,9,13.12,7115.34,95573.69,89,0,5,9,1,Medium,0.25,224944.35,0
C3695,Male,18,Delhi,38,Grocery,21,14.7,1,2.77,6350.06,17799.14,92,0,4,2,4,High,0.56,71368.71,0
C3696,Male,21,Bangalore,53,Books,25,38.47,12,14.79,3176.84,50792.11,146,1,2,4,2,High,0.2,156245.56,1
C3697,Female,56,Pune,28,Fashion,11,18.36,10,13.65,1319.44,19144.26,3,0,5,4,2,Medium,0.49,46066.12,0
C3698,Female,43,Surat,13,Electronics,29,14.33,7,14.46,3533.77,55378.61,28,1,3,4,3,High,0.28,58577.79,0
C3699,Female,50,Hyderabad,29,Sports,26,36.65,14,12.86,6242.26,79728.93,34,0,4,4,0,Low,0.09,239337.99,0
C3700,Male,50,Kolkata,8,Toys,2,3.37,1,13.23,637.27,8916.38,86,1,3,8,1,Medium,0.98,5961.9,0
C3701,Female,25,Chennai,11,Beauty,1,27.54,15,9.18,6039.12,50435.37,150,1,1,9,4,Medium,0.46,41196.86,1
C3702,Female,37,Kolkata,47,Grocery,27,39.57,1,12.76,5535.31,67727.52,117,0,2,4,1,Low,0.39,218146.03,1
